"Title","Subtitle","Author","Publication","SourceType","Publisher","Volume","Issue","PubDate","AlphaDate","StartPage","EndPage","PageRange","ISSN","EISSN","ISBN","Language","DocumentUrl","DOI"
"Graft of the drafts","","","The Guardian (1959-2003)","Historical Newspapers","","","","1991-05-20","May 20, 1991","23","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187184802?accountid=10792&bdid=57410&_bd=lFzL0hMx6d0lD2ub1sGdEFIJzfk%3D",""
"Lord's Day Society attack on Sunday activities","","","The Guardian (1959-2003)","Historical Newspapers","","","","1964-04-02","Apr 2, 1964","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185011337?accountid=10792&bdid=57410&_bd=FM%2Bc4bINXDn%2BlC62dd3HBMx7DCI%3D",""
"MANCHESTER TRADE","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-11","Jun 11, 1963","12","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184869069?accountid=10792&bdid=57410&_bd=UQP4xKYVIFOY2e9UVKPJ5%2BkUweI%3D",""
"News in brief","Schools blow","","The Guardian (1959-2003)","Historical Newspapers","","","","1987-03-13","Mar 13, 1987","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186798247?accountid=10792&bdid=57410&_bd=FpRxkqzP%2BkN7w0k13REp%2FpJonqE%3D",""
"BBC stands by its drama policy","Much criticism, report says","OUR OWN REPORTER","The Guardian (1959-2003)","Historical Newspapers","","","","1964-11-18","Nov 18, 1964","5","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184993973?accountid=10792&bdid=57410&_bd=9JlSIWKiL6sCubKkht8bW7YeGTk%3D",""
"The outlook for equities now","Long shadow of politics","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-16","Sep 16, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184913094?accountid=10792&bdid=57410&_bd=em%2Frn1Gg4Av2lRGHplV%2BIoLecjw%3D",""
"What the papers said","","Denning","The Observer (1901- 2003)","Historical Newspapers","","","","1963-09-29","Sep 29, 1963","40","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475633542?accountid=10792&bdid=57410&_bd=1x8NKsnkYRNIiKSfe0n1HnpFomw%3D",""
"Alexander amended desert dispatch ""after talks""","WAR OFFICE STATEMENT","OUR OWN REPORTER","The Guardian (1959-2003)","Historical Newspapers","","","","1962-10-17","Oct 17, 1962","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184838433?accountid=10792&bdid=57410&_bd=lzANpx%2F2eF445Km2Zq3GZmhEmTc%3D",""
"In short","","Reynolds, Stanley","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-05","Jul 5, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185046445?accountid=10792&bdid=57410&_bd=%2FKyl7Qa5aGDDV21IFxWy9q0SsvE%3D",""
"Carrying the can","Some rules for resignations are required","","The Guardian (1959-2003)","Historical Newspapers","","","","2000-09-11","Sep 11, 2000","21","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188544462?accountid=10792&bdid=57410&_bd=CA2zPr6%2BIaDEzLKLK8niSRqNPRE%3D",""
"Article 2 -- No Title","","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-12-22","Dec 22, 1963","24","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475659431?accountid=10792&bdid=57410&_bd=SoEOzE%2BQk12bSkMzOsOe19r8i8U%3D",""
"Smallweed","","","The Guardian (1959-2003)","Historical Newspapers","","","","1992-02-15","Feb 15, 1992","23","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187307856?accountid=10792&bdid=57410&_bd=GZqm5WigBDJc9u1G6i5hZES%2BLvY%3D",""
"Pre-Denning 'Cabinet'","","Our Political Staff","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-11","Sep 11, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185074495?accountid=10792&bdid=57410&_bd=8Sw%2F10zPEM1dAX7ufiTIM63ns%2BY%3D",""
"Birdwatch","","Moss, Stephen","The Guardian (1959-2003)","Historical Newspapers","","","","2003-09-22","Sep 22, 2003","22","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/189180573?accountid=10792&bdid=57410&_bd=%2BUx%2BPxEj8lYvRxqa72LM2UoPDq4%3D",""
"Two old comrades draw back from the political front line","","Henry, Georgina","The Guardian (1959-2003)","Historical Newspapers","","","","1992-10-10","Oct 10, 1992","6","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187293616?accountid=10792&bdid=57410&_bd=8YxF78PigrBK34A1Zjvbry8aY1c%3D",""
"Backbench individualist","","","The Observer (1901- 2003)","Historical Newspapers","","","","1964-01-12","Jan 12, 1964","12","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475691385?accountid=10792&bdid=57410&_bd=evkEJ0D5HSBSisyYQSjpniiwBV4%3D",""
"OUTLOOK EUROPE on BBC TV","","Crozier, Mary","The Guardian (1959-2003)","Historical Newspapers","","","","1963-08-13","Aug 13, 1963","5","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184997394?accountid=10792&bdid=57410&_bd=HOBKyk0D%2BSmrBIKcqYr3frDiLY4%3D",""
"28 DIE IN AIR LINER CRASH","","","The Guardian (1959-2003)","Historical Newspapers","","","","1964-01-10","Jan 10, 1964","11","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184876644?accountid=10792&bdid=57410&_bd=Io4u%2F6uQC9R6aK5HwhCW2XVZn1I%3D",""
"November 24, 2015 (Page 31)","","","(Page 31)","Historical Newspapers","","","","2015-11-24","Nov 24, 2015","31","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744990460?accountid=10792&bdid=57410&_bd=NjQpWQIEJ0FVx%2BpnU%2F%2BwT8I6C8M%3D",""
"Lord Wigg","","","The Guardian (1959-2003)","Historical Newspapers","","","","1968-03-09","Mar 9, 1968","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185194630?accountid=10792&bdid=57410&_bd=z5s6IFU4YBNyCjkO6O66LcnoBlY%3D",""
"Authors in rivalry as the book world begins chasing deadlines","","Steele, Jonathan","The Guardian (1959-2003)","Historical Newspapers","","","","1966-04-29","Apr 29, 1966","7","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185197348?accountid=10792&bdid=57410&_bd=qedIdt57az7zLRtMdVELP3F9k6w%3D",""
"The new golden age","","Elliott, Larry","The Guardian (1959-2003)","Historical Newspapers","","","","1999-09-17","Sep 17, 1999","A2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188332480?accountid=10792&bdid=57410&_bd=lf0fE4FYk%2Fscatb8yNa7njMtPgI%3D",""
"Candid friend","","Boyd, Francis","The Guardian (1959-2003)","Historical Newspapers","","","","1967-03-31","Mar 31, 1967","11","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185149463?accountid=10792&bdid=57410&_bd=BZQ7dG5tpuGN9qq8PVqnI4mCXfE%3D",""
"Heaviest fall in shares since the Cuban crisis","","RICHARD FRY our Financial Editor","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-11","Jun 11, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184939199?accountid=10792&bdid=57410&_bd=NlMPX29riWD%2FJ0hU5f9zV7cPWPQ%3D",""
"Busting out all over","","","The Observer (1901- 2003)","Historical Newspapers","","","","1963-07-07","Jul 7, 1963","32","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475660044?accountid=10792&bdid=57410&_bd=D%2BtYad4ZgEHK%2Bdx%2Fu%2BMf%2Bn3R8eA%3D",""
"Crown seeks bar on open court reports","","Norton-Taylor, Richard","The Guardian (1959-2003)","Historical Newspapers","","","","1986-07-11","Jul 11, 1986","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186672258?accountid=10792&bdid=57410&_bd=P9gfI4Sue3IFXYAEtUYwOFdeKW4%3D",""
"Tory rank-and-file wants Premier to resign","","FRANCIS BOYD our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-28","Jun 28, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184929698?accountid=10792&bdid=57410&_bd=0PvIvEGX6Qt%2FylnwNP%2Bqyt7Kw2k%3D",""
"COMMENT","THE ROYAL TOUR","","The Observer (1901- 2003)","Historical Newspapers","","","","1964-10-11","Oct 11, 1964","10","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475794867?accountid=10792&bdid=57410&_bd=gqvCSdMzsmKg0Jk8RFUSLSfajv4%3D",""
"December 13, 2013 (Page 47)","","","(Page 47)","Historical Newspapers","","","","2013-12-13","Dec 13, 2013","47","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745014851?accountid=10792&bdid=57410&_bd=bTn1nOMiTCV8OHb%2FvfEuum3kV3A%3D",""
"Sir Alec to stay as Tory leader: post for Mr Butler","","FRANCIS BOYD our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1964-10-24","Oct 24, 1964","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184975096?accountid=10792&bdid=57410&_bd=nkWkjoI0lOzSawgpDTGK9a4Jpn8%3D",""
"Delay on Polaris fleet plan","","Holla rick","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-18","Jun 18, 1963","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184875044?accountid=10792&bdid=57410&_bd=bDBKNMvdxAHKfzFjCmI9LKinCQE%3D",""
"Woman talking","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-05","Jul 5, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185052427?accountid=10792&bdid=57410&_bd=UifdvaF6y36q%2BslAk%2F0v3T8NB1Y%3D",""
"Liberals on alert to defend their votes","'Take-over bid' by Tories","OUR POLITICAL STAFF","The Guardian (1959-2003)","Historical Newspapers","","","","1965-08-17","Aug 17, 1965","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185065577?accountid=10792&bdid=57410&_bd=uJbKrRuvohB67F0orvmHhREb2FQ%3D",""
"Entry problems at the bookshop","","Pritchett, Oliver","The Guardian (1959-2003)","Historical Newspapers","","","","1971-07-08","Jul 8, 1971","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185532106?accountid=10792&bdid=57410&_bd=Ht6ENVTynLpGfESfNtVSGElj6H4%3D",""
"Equity markets gain strength","Political fears set aside","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-10-05","Oct 5, 1963","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184897571?accountid=10792&bdid=57410&_bd=uYvTkXn78c4KSxlfPwAiJVqnrN8%3D",""
"Mr Wilson accused of libel on judges","Lord Dilhorne: No attempt to influence judiciary","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-25","Sep 25, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185037042?accountid=10792&bdid=57410&_bd=raL1blYMOPqarYJf%2Bi8VZsqyBWs%3D",""
"'Censors' in bookshops","","Evans, Key","The Observer (1901- 2003)","Historical Newspapers","","","","1967-02-12","Feb 12, 1967","3","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475880618?accountid=10792&bdid=57410&_bd=PJiJjfn%2Fip%2B8U7J9Cz0ky2q1%2B5E%3D",""
"British security praised","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-01","Jul 1, 1963","7","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184916141?accountid=10792&bdid=57410&_bd=WQtB4Lp4pV5VssORPVltOQamCho%3D",""
"VICKY AND THE REST","","Driver, Christopher","The Guardian (1959-2003)","Historical Newspapers","","","","1966-03-04","Mar 4, 1966","9","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185098626?accountid=10792&bdid=57410&_bd=Xx41VVJqjUo2Wj5sx13%2Bs6Qic%2BA%3D",""
"International prologue in Moscow","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-17","Jun 17, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184962592?accountid=10792&bdid=57410&_bd=B0R5KI4qsmZ2N4EdR3WMLQtamV0%3D",""
"London letter","Portrait of the artist","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-18","Jun 18, 1963","8A","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184890301?accountid=10792&bdid=57410&_bd=Y%2BuLhz2vhW38O4aW8Hi2nDGNb4M%3D",""
"MP deplores 'power struggle'","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-10-12","Oct 12, 1963","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184996186?accountid=10792&bdid=57410&_bd=BD%2BY0vudkckP3tJvEex%2BVnHZZ8Q%3D",""
"ALL quiet at No.10","","Mark Arnold Forster","The Guardian (1959-2003)","Historical Newspapers","","","","1981-02-12","Feb 12, 1981","16","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186247412?accountid=10792&bdid=57410&_bd=5TcxzXi1daN76aKe%2Bq3Lc61PoS0%3D",""
"MANCHESTER TRADE","","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-27","Jun 27, 1963","13","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184963960?accountid=10792&bdid=57410&_bd=QQFFR%2F0Bk09kXU94gZR8DmGhQsg%3D",""
"Blushing bribe","","Preston, Peter","The Guardian (1959-2003)","Historical Newspapers","","","","1973-05-02","May 2, 1973","15","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185680920?accountid=10792&bdid=57410&_bd=cibgBVuaYCM1zp4%2F%2BuQyHlpQGUo%3D",""
"September 26, 1963 (Page 1 of 32)","","","(Page 1 of 32)","Historical Newspapers","","","","1963-09-26","Sep 26, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712274449?accountid=10792&bdid=57410&_bd=7Swp2WmrKv%2F3Vgq1%2BxTOY6wGyJE%3D",""
"Wasps in the orchard","","Wordsworth, Christopher","The Guardian (1959-2003)","Historical Newspapers","","","","1974-04-11","Apr 11, 1974","18","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185749204?accountid=10792&bdid=57410&_bd=JYacGa2KopMd9tdiJ0qnu06G%2F7A%3D",""
"In a hurry","","Boyd, Francis","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-30","Jul 30, 1963","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185016671?accountid=10792&bdid=57410&_bd=uN6P2cwLhWZ75NYKIekRlcjL534%3D",""
"Some morning-after questioning","Tory candidate's performance","Driver, Christopher","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-19","Jun 19, 1963","3","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184887912?accountid=10792&bdid=57410&_bd=U0YkXiUs9koQRpd3fopckF6FV78%3D",""
"Stripper turned writer loses her flat","","","The Guardian (1959-2003)","Historical Newspapers","","","","1977-10-12","Oct 12, 1977","2","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185961342?accountid=10792&bdid=57410&_bd=%2BpqjNZUf7VdzC9hfy7%2BCKE8S6ko%3D",""
"Ugly Labour image","Tuesday night","","The Guardian (1959-2003)","Historical Newspapers","","","","1962-06-27","Jun 27, 1962","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184764518?accountid=10792&bdid=57410&_bd=X8mJine92gGzUBXPEyAE48qLcTE%3D",""
"Writ Large","","Berlings, Marcel","The Guardian (1959-2003)","Historical Newspapers","","","","1989-04-14","Apr 14, 1989","38","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186952046?accountid=10792&bdid=57410&_bd=vOd6IFVYHhIvUdzijn%2BUeU8b11U%3D",""
"Mr Wright and some very curious wrongs","","","The Guardian (1959-2003)","Historical Newspapers","","","","1986-07-12","Jul 12, 1986","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186725682?accountid=10792&bdid=57410&_bd=%2BOrn1q95QIuYB5Up1LerjnPGQr8%3D",""
"How long can Soskice last?","POLITICS","Beloff, Nora","The Observer (1901- 2003)","Historical Newspapers","","","","1965-12-12","Dec 12, 1965","4","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475795577?accountid=10792&bdid=57410&_bd=93goPo%2FY47S9p%2BBURq74144aro0%3D",""
"September 17, 1963 (Page 1 of 24)","","","(Page 1 of 24)","Historical Newspapers","","","","1963-09-17","Sep 17, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712272547?accountid=10792&bdid=57410&_bd=vcCNed7NDXMdoAUwJJSYwfiq0EI%3D",""
"Between you and us . . .","","NORMAN SHRAPNEL our Parliamentary Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-26","Jun 26, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185010291?accountid=10792&bdid=57410&_bd=nTQiocjbEjExAAx7E3XmPwsxVrY%3D",""
"Success story of a monument in the making","","","The Guardian (1959-2003)","Historical Newspapers","","","","1981-02-20","Feb 20, 1981","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/186240089?accountid=10792&bdid=57410&_bd=PsdwtHXz9dSCzZFcM4FAXC0Igeo%3D",""
"Ward guilty on two counts","Unconscious in hospital","OUR OWN REPORTERS","The Guardian (1959-2003)","Historical Newspapers","","","","1963-08-01","Aug 1, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184899218?accountid=10792&bdid=57410&_bd=Mh%2Bzl0GPE%2F2wtxDqYm50AL%2FNOHs%3D",""
"October 2, 2013 (Page 26)","","","(Page 26)","Historical Newspapers","","","","2013-10-02","Oct 2, 2013","26","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745036849?accountid=10792&bdid=57410&_bd=dT%2BvfGGqk6oW%2FLpjobNx8zL04vw%3D",""
"Numen washes whiter","","Young, Wayland","The Guardian (1959-2003)","Historical Newspapers","","","","1963-12-18","Dec 18, 1963","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184843659?accountid=10792&bdid=57410&_bd=bMpUSJBEh6uX6JYDBfobeVg2Kak%3D",""
"Lone wolves and leaders of the pack","","White, Michael; Mullin, John","The Guardian (1959-2003)","Historical Newspapers","","","","1994-02-12","Feb 12, 1994","23","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187497948?accountid=10792&bdid=57410&_bd=TlwtxLmKbkoBRL4n7U7vVXaNChU%3D",""
"June 8, 1963 (Page 1 of 16)","","","(Page 1 of 16)","Historical Newspapers","","","","1963-06-08","Jun 8, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712326918?accountid=10792&bdid=57410&_bd=zLmNb69FyFe8%2BeyaHQRSfhJ1wyg%3D",""
"Swing the best guide to changes in Labour fortunes","","McKIE, DAVID","The Guardian (1959-2003)","Historical Newspapers","","","","1968-03-28","Mar 28, 1968","7","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185316626?accountid=10792&bdid=57410&_bd=BByiiGoYB%2F1SBiZZQhZoAAFqw9A%3D",""
"No holds barred","","Boyd, Francis","The Guardian (1959-2003)","Historical Newspapers","","","","1963-07-02","Jul 2, 1963","14","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184852245?accountid=10792&bdid=57410&_bd=mOcA4%2FG7UnmUuVJnJltlGcxXloM%3D",""
"Harold's pipe-dreams","","Watkins, Alan","The Observer (1901- 2003)","Historical Newspapers","","","","1986-10-19","Oct 19, 1986","26","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/477051282?accountid=10792&bdid=57410&_bd=qON2yBVIrwYgwJWrP21XCY%2BsmgE%3D",""
"February 26, 2016 (Page 19)","","","(Page 19)","Historical Newspapers","","","","2016-02-26","Feb 26, 2016","19","","","2041-4404","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2745060936?accountid=10792&bdid=57410&_bd=IL6mAPJCIdrsmzP6IJx57H2BiQg%3D",""
"'Ere ego, 'ere ego, 'ere ego","Television","Horwell, Veronica","The Guardian (1959-2003)","Historical Newspapers","","","","1990-07-09","Jul 9, 1990","38","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/187101889?accountid=10792&bdid=57410&_bd=wAr%2F7WcVHtQ8j0%2BBGZD9%2BGbgTPU%3D",""
"Where fathers fight sons","War on Somali terrorists","Sanger, Clyde","The Guardian (1959-2003)","Historical Newspapers","","","","1964-04-02","Apr 2, 1964","10A","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185072275?accountid=10792&bdid=57410&_bd=Cg6z3owH256qupdEUurhYf1jtt8%3D",""
"London letter","Portrait of the artist","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-18","Jun 18, 1963","8","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184890230?accountid=10792&bdid=57410&_bd=bVqb63Cx2H1hTCXvl%2BhlcubOb6g%3D",""
"Englishman at a disadvantage when fighting the State","","Zander, Micheal","The Guardian (1959-2003)","Historical Newspapers","","","","1963-11-29","Nov 29, 1963","4","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185039936?accountid=10792&bdid=57410&_bd=NwJEaKZHA23whadIPpbUPonaEJc%3D",""
"December 23, 2019 (Page 25)","","","(Page 25)","Historical Newspapers","","","","2019-12-23","Dec 23, 2019","25","","","2516-6468","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2744963889?accountid=10792&bdid=57410&_bd=Ey83xF0UVo21Ory544O8CquDSMc%3D",""
"Denning on the agenda","","FRANCIS BOYD our Political Correspondent","The Guardian (1959-2003)","Historical Newspapers","","","","1963-09-18","Sep 18, 1963","1","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185065305?accountid=10792&bdid=57410&_bd=7SQJgiG0RhdMq7gqsBhF8txVbIw%3D",""
"September 9, 1971 (Page 15 of 44)","","","(Page 15 of 44)","Historical Newspapers","","","","1971-09-09","Sep 9, 1971","15","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712536177?accountid=10792&bdid=57410&_bd=QvIt%2BSpDKEgHfb5AKftcHvhzHFw%3D",""
"More crumpet, sir?","After 53 years The Servant has finally made it to the theatre","Gardner, Lyn","The Guardian (1959-2003)","Historical Newspapers","","","","2001-03-08","Mar 8, 2001","A10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/188728163?accountid=10792&bdid=57410&_bd=06VPGE3XaHgoMxWS%2Bvd8n7Cj9F8%3D",""
"September 6, 1963 (Page 1 of 24)","","","(Page 1 of 24)","Historical Newspapers","","","","1963-09-06","Sep 6, 1963","1","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712224446?accountid=10792&bdid=57410&_bd=rTv8LfTozYZe8zcx5UvO0iai08k%3D",""
"LETTERS TO THE EDITOR","Compassion","Loosemore, E H","The Observer (1901- 2003)","Historical Newspapers","","","","1963-06-30","Jun 30, 1963","9","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/475635511?accountid=10792&bdid=57410&_bd=Z42B%2FrBWxoHo9rt7ZmRBeRfGkpU%3D",""
"ETCETERA","Irksome millions","Lain, Murray","The Observer (1901- 2003)","Historical Newspapers","","","","1973-03-25","Mar 25, 1973","23","","","00297712","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/476124927?accountid=10792&bdid=57410&_bd=1vnVMBXRY0%2B0%2BGDBvCF4%2BLuWEjI%3D",""
"Where fathers fight sons","War on Somali terrorists","Sanger, Clyde","The Guardian (1959-2003)","Historical Newspapers","","","","1964-04-02","Apr 2, 1964","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184888786?accountid=10792&bdid=57410&_bd=FmW2pXs3ioL1Hu7%2FMkIwF%2BA1K20%3D",""
"Markets wait for the debate","Election now or later?","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-17","Jun 17, 1963","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184966088?accountid=10792&bdid=57410&_bd=a0qAEWr31W4etknCYNb5ArP8Zlo%3D",""
"Cheap buyers send prices up again","Recovery in blue chipe","","The Guardian (1959-2003)","Historical Newspapers","","","","1963-06-12","Jun 12, 1963","13","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/184838244?accountid=10792&bdid=57410&_bd=OGuQPep%2Fs4mxd%2BFvKTmkJthWMMQ%3D",""
"June 26, 1963 (Page 8 of 28)","","","(Page 8 of 28)","Historical Newspapers","","","","1963-06-26","Jun 26, 1963","8","","","1472-5215","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/2712328804?accountid=10792&bdid=57410&_bd=7ZZ8sImVnVVeFkxUMwkqkkXYjxE%3D",""
"Down memory lane","","Fiddick, Peter","The Guardian (1959-2003)","Historical Newspapers","","","","1977-07-29","Jul 29, 1977","10","","","02613077","","","ENG","https://uoelibrary.idm.oclc.org/login?url=https://www.proquest.com/docview/185951889?accountid=10792&bdid=57410&_bd=qYZgFuYFs5RubphlScuM%2FeWuYLs%3D",""
